publisher,genres,release_date,tags,price,early_access,id,developer
Wind Jester Games,"['Indie', 'Strategy', 'Early Access']",2016-09-01,"['Early Access', 'Indie', 'Strategy', 'Trading Card Game', 'Turn-Based Strategy', 'Card Game']",7.99,1.0,504620.0,Wind Jester Games
Prexen Studios,"['Action', 'Indie']",2015-04-01,"['Action', 'Indie']",7.99,0.0,359090.0,Prexen Studios
"Konami Digital Entertainment, Inc.",['Simulation'],2016-12-07,['Simulation'],4.99,0.0,523503.0,Other Ocean Interactive
Atypical Games,"['Action', 'Adventure', 'Indie']",2016-11-29,"['Indie', 'Adventure', 'Action', 'Survival', 'Zombies', 'Open World', 'Crafting', 'Singleplayer', 'Multiplayer']",2.99,0.0,307940.0,Atypical Games
Dovetail Games - Flight,['Simulation'],2017-10-19,['Simulation'],19.99,0.0,609822.0,Alabeo
CCP,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2017-10-03,"['Massively Multiplayer', 'Strategy', 'Action', 'Free to Play', 'RPG']",131.4,0.0,695743.0,CCP
505 Games,"['Casual', 'Indie', 'Strategy']",2016-10-07,"['Strategy', 'Indie', 'Casual']",4.99,0.0,476354.0,Pipeworks Studio
Curse Box Studios,"['Action', 'Indie']",2015-11-09,"['Action', 'Indie', 'Horror']",4.99,0.0,416290.0,Curse Box Studios
Perun Creative,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-07-25,"['Early Access', 'Adventure', 'RPG', 'Simulation', 'Indie', 'Survival', 'Multiplayer']",18.99,1.0,632300.0,Perun Creative
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",2016-02-26,"['Racing', 'Sports', 'Simulation']",9.99,0.0,412080.0,Milestone S.r.l.
Black Shell Media,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-08-02,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual']",4.99,0.0,683610.0,Black Shell Games
Hosted Games,"['Adventure', 'Indie', 'RPG']",2017-01-20,"['Indie', 'Adventure', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",3.99,0.0,565980.0,Hosted Games
Aerosoft GmbH,"['Simulation', 'Early Access']",2017-03-30,"['Early Access', 'Simulation', 'Driving', 'Singleplayer', 'Family Friendly', 'Realistic']",17.99,1.0,285380.0,toxtronyx interactive GmbH
Drift Physics Crew,"['Racing', 'Simulation', 'Sports']",2017-11-24,"['Simulation', 'Racing', 'Sports']",2.99,0.0,755180.0,Drift Physics Crew
Microids,"['Action', 'Racing']",1996-08-31,"['Racing', 'Action', 'Retro', 'Runner', 'Cult Classic', 'Classic']",2.99,0.0,733760.0,"Cryo Interactive,Jordan Freeman Group"
"Descendent Studios, Fever Pitch Studios",['Strategy'],2001-08-18,"['Strategy', 'Multiplayer', 'Real-Time', 'Singleplayer', 'Space', 'RTS']",5.99,0.0,578670.0,Fever Pitch Studios
"Piko Interactive LLC, Classics Digital","['Action', 'Adventure', 'RPG']",1993-12-01,"['Action', 'Adventure', 'RPG']",6.99,0.0,719300.0,Imagitec
zachs123456,['RPG'],2017-06-26,"['RPG', 'RPGMaker']",0.99,0.0,663430.0,zachs123456
MumboJumbo,"['Adventure', 'Casual', 'Indie']",2011-09-30,"['Casual', 'Adventure', 'Indie']",9.99,0.0,60350.0,MumboJumbo
Surprise Attack,"['Action', 'Indie', 'RPG', 'Early Access']",2015-07-23,"['Early Access', 'Indie', 'Action', 'RPG', '4 Player Local', 'Local Multiplayer', 'Local Co-Op', 'Action RPG', 'Pixel Graphics']",9.99,1.0,362310.0,Achebit
Red Fly Studio,"['Action', 'Indie']",2015-01-18,"['Action', 'Indie']",1.99,0.0,344970.0,Johnny Death Games
Knitted Pixels,"['Action', 'Indie']",2016-06-23,"['Action', 'Indie', 'Shooter', 'Top-Down', 'Top-Down Shooter', 'Co-op', 'Crafting', 'Twin Stick Shooter', 'Singleplayer', 'Arena Shooter', 'Space', 'Tower Defense', 'Arcade', 'Sci-fi']",9.99,0.0,326110.0,Knitted Pixels
ELYLAND  INVESTMENT COMPANY LIMITED,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-09-16,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",99.99,0.0,316530.0,"Gravvit Ltd,Forbes  Consult Ltd"
Phil Fortier,"['Adventure', 'Indie']",2017-12-12,"['Adventure', 'Indie', 'Retro', 'Pixel Graphics', '2D', 'Point & Click', 'Puzzle', 'Space']",0.99,0.0,756320.0,Phil Fortier
"KOEI TECMO GAMES CO., LTD.",['Action'],2017-08-07,['Action'],36.99,0.0,679290.0,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Dovetail Games - Trains,['Simulation'],2012-08-01,"['Simulation', 'Trains', 'Co-op', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",19.99,0.0,208376.0,Dovetail Games
Paper Pirates,"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-11-10,"['Strategy', 'Adventure', 'Indie', 'Casual']",0.99,0.0,732070.0,Sokolab
Double Dice Games,"['Adventure', 'Indie', 'RPG']",2017-11-10,"['Adventure', 'RPG', 'Indie']",9.99,0.0,639940.0,Double Dice Games
Paradox Interactive,"['Strategy', 'RPG']",2010-01-19,"['Strategy', 'RPG']",1.99,0.0,24440.0,NeoCoreGames
Adult Swim Games,"['Action', 'Indie']",2015-07-23,"['Indie', 'Action', 'Bullet Hell', 'Twin Stick Shooter']",9.99,0.0,327500.0,bitHuffel
Meat Name Games Ltd,"['Adventure', 'Indie', 'RPG']",2016-10-25,"['Adventure', 'Indie', 'RPG', 'Horror', 'Underwater', 'Survival Horror', 'Survival']",19.99,0.0,532820.0,"BeefJack,Dean Edwards"
Bethesda Softworks,['Action'],2015-03-09,"['Action', 'Horror', 'Survival Horror', 'Stealth', 'Female Protagonist', 'Gore', 'Atmospheric']",4.99,0.0,345980.0,Tango Gameworks
Genera Games,"['Action', 'Adventure']",2015-09-10,"['Adventure', 'Action', 'Platformer']",9.99,0.0,347080.0,Wild Sphere
BANDAI NAMCO Entertainement,"['Casual', 'Indie', 'Strategy']",2014-04-11,"['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Aliens', 'Singleplayer']",9.99,0.0,267340.0,Lightmare Studio
GrabTheGames,"['Adventure', 'Indie']",2016-03-04,"['Adventure', 'Indie', 'RPGMaker', 'Space', 'Sci-fi', 'Story Rich', 'Female Protagonist', '2D', 'RPG']",1.99,0.0,446640.0,"Pilgrim Adventures,GrabTheGames Studios"
Gnomic Studios,"['Action', 'Indie']",2015-04-09,"['Indie', 'Action', 'Online Co-Op', 'Multiplayer', 'Twin Stick Shooter', 'Arena Shooter', 'Local Co-Op']",4.99,0.0,334560.0,Gnomic Studios
Ankama Games,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2015-10-22,"['Strategy', 'Adventure', 'RPG', 'Massively Multiplayer', 'Free to Play']",79.99,0.0,381671.0,Ankama Studio
Viva Meda,"['Simulation', 'Sports', 'Strategy']",2015-09-03,"['Sports', 'Strategy', 'Simulation', 'Football']",19.99,0.0,398640.0,Grey Dog Software
Seven Sails Games,"['Casual', 'Indie']",2017-12-07,"['Casual', 'Indie']",6.99,0.0,726100.0,Seven Sails Games
Eagle Dynamics SA,['Simulation'],2017-11-23,['Simulation'],29.99,0.0,684851.0,Eagle Dynamics SA
Dinofarm Games,['Strategy'],2016-04-13,"['Strategy', 'Turn-Based Tactics', 'Hex Grid', 'Pixel Graphics', 'Dungeon Crawler', 'Turn-Based Strategy', 'Board Game', 'Rogue-lite', 'Indie', 'Tactical', 'Competitive', 'Rogue-like', 'Strategy RPG']",1.99,0.0,459680.0,Dinofarm Games
"KISS ltd, Funbox Media Ltd","['Action', 'Adventure']",1996-06-30,"['Adventure', 'Action', 'Retro', 'Point & Click', ""1990's""]",5.99,0.0,400370.0,Gremlin Interactive
Dogenzaka Lab,"['Adventure', 'Indie']",2017-10-04,"['Adventure', 'Indie']",,0.0,691520.0,4th cluster
DIGIDICED,"['Casual', 'Strategy']",2017-12-27,"['Strategy', 'Casual', 'Card Game']",3.99,0.0,716100.0,DIGIDICED
MangaGamer,['Adventure'],2016-07-08,"['Great Soundtrack', 'Mystery', 'Visual Novel', 'Story Rich', 'Anime', 'Fantasy', 'Cult Classic', 'Horror', 'Adventure', 'Atmospheric', 'Psychological Horror', 'Philisophical', 'Psychological', 'Detective']",24.99,0.0,406550.0,07th Expansion
Dovetail Games - Trains,['Simulation'],2012-04-05,['Simulation'],12.99,0.0,65255.0,Dovetail Games
Perfect Square Studios LLC,"['Action', 'Indie']",2017-07-25,"['Action', 'Indie', 'Procedural Generation', 'Rogue-like']",8.99,0.0,618190.0,Perfect Square Studios LLC
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",2013-09-03,"['Action', 'RPG']",0.99,0.0,224145.0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
Might and Delight,"['Adventure', 'Casual', 'Indie']",2017-08-31,"['Adventure', 'Indie', 'Casual', 'Point & Click', 'Cute']",7.99,0.0,629770.0,Might and Delight
Panoramik Inc,"['Adventure', 'Free to Play']",2017-05-04,"['Adventure', 'Free to Play']",11.99,0.0,620382.0,Avallon Alliance
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",2012-11-13,"['Action', 'Adventure']",2.99,0.0,202193.0,United Front Games
starmops,"['Action', 'Adventure', 'Indie', 'Simulation']",2017-08-03,"['Action', 'Adventure', 'Indie', 'Simulation']",4.99,0.0,655040.0,starmops
Valve,['Action'],1999-11-01,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Classic', 'Shooter', 'First-Person', 'Aliens', 'Adventure', ""1990's"", 'Atmospheric', 'Military', 'Story Rich', 'Co-op', 'Silent Protagonist', 'Great Soundtrack', 'Puzzle']",4.99,0.0,50.0,Gearbox Software
BANDAI NAMCO Entertainment,['Action'],2013-09-24,['Action'],1.99,0.0,246252.0,"Mine Loader Software Co., Ltd."
Ubisoft,"['Casual', 'Simulation']",2012-10-16,"['Casual', 'Simulation']",2.99,0.0,206117.0,Ubisoft - San Francisco
Bryan Baumeister,"['Casual', 'Indie']",2017-12-27,"['Indie', 'Casual']",0.99,0.0,754760.0,Bryan Baumeister
Ghostlight LTD,"['RPG', 'Strategy']",2017-10-30,"['Strategy', 'RPG']",0.99,0.0,650234.0,FURYU Corporation
Special Circumstances,"['RPG', 'Simulation', 'Strategy', 'Early Access']",2015-10-21,"['Early Access', 'Strategy', 'Simulation', 'Space', 'RPG', 'RTS', 'Action', 'Sci-fi', '4X']",14.99,1.0,305840.0,Special Circumstances
WINGED SAKURA GAMES,"['Indie', 'RPG']",2016-12-08,"['RPG', 'Indie', 'Anime', 'Dungeon Crawler', '2D', 'JRPG', 'Singleplayer', 'Turn-Based Combat', 'Turn-Based']",9.99,0.0,470300.0,WINGED SAKURA GAMES
SC Jogos,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",2017-05-05,"['Early Access', 'Simulation', 'Action', 'Adventure', 'Indie', 'Casual']",2.97,1.0,450860.0,SC Jogos
Heroic Games,['RPG'],2016-07-15,"['RPG', 'Comedy', 'Story Rich', 'Pixel Graphics', 'Retro', 'Tactical RPG', 'Free to Play']",,0.0,464050.0,Heroic Games
"Dejobaan Games, LLC","['Indie', 'Casual']",2008-01-25,"['Indie', 'Casual', 'Action', 'Singleplayer', 'Short', 'Funny', 'Cute', 'Puzzle']",9.99,0.0,15500.0,"Dejobaan Games, LLC"
Firedog Creative Company Limited,"['RPG', 'Simulation']",2017-12-29,"['RPG', 'Simulation', 'Anime']",34.99,0.0,769680.0,Firedog Creative Company Limited
DragonSix,"['Action', 'Indie']",2014-07-28,"['Indie', 'Action', 'Mechs', 'Hack and Slash', 'Character Action Game', 'Spectacle fighter', 'Third Person']",4.99,0.0,313980.0,DragonSix
Afrobeast PTY. LTD.,['Indie'],2016-05-21,"['Indie', 'Arcade', 'Score Attack', 'Sci-fi']",4.99,0.0,449240.0,Afrobeast Games
Spicy Horse Games,"['Casual', 'Indie']",2014-01-06,"['Indie', 'Casual']",0.99,0.0,261397.0,Spicy Horse Games
82 Apps,"['Action', 'Indie', 'Sports']",2015-02-19,"['Multiplayer', 'Indie', 'Great Soundtrack', 'FPS', 'Fast-Paced', 'Action', 'Sports', 'Robots', 'Competitive', 'Arena Shooter', 'First-Person', 'Music', 'Team-Based', 'Online Co-Op', 'Co-op', 'Casual', 'Family Friendly', 'Racing', '4 Player Local', 'Local Multiplayer']",9.99,0.0,270450.0,Erik Asmussen
Iceberg Interactive,"['Adventure', 'Indie']",2015-10-29,"['Adventure', 'Indie', 'Psychological Horror', 'Horror', 'Point & Click']",4.99,0.0,291770.0,Darkling Room
Wizards of the Coast LLC,['Strategy'],2013-06-26,['Strategy'],0.99,0.0,213903.0,Stainless Games
Nova Dimension,"['Action', 'Casual', 'Indie', 'Simulation']",2016-03-17,"['Action', 'Casual', 'Simulation', 'Indie', ""Shoot 'Em Up""]",4.99,0.0,447970.0,NCE Software Games
Red Chain Games Ltd.,"['Casual', 'Indie', 'Strategy']",2017-10-06,"['Strategy', 'Indie', 'Casual']",2.99,0.0,664190.0,Red Chain Games Ltd.
SmashMouth Games Ltd,['Indie'],2015-05-29,['Indie'],0.99,0.0,369980.0,SmashMouth Games Ltd
Back To Basics Gaming,"['Action', 'Casual', 'Indie', 'Simulation']",2017-12-06,"['Action', 'Indie', 'Casual', 'Simulation']",,0.0,674970.0,"hyperboreanGames,Svarog Studios"
Lock 'n Load Publishing,"['Indie', 'Simulation', 'Strategy']",2015-05-01,"['Strategy', 'Indie', 'Simulation', 'World War II']",34.99,0.0,524175.0,Panther Games
Double Fine Productions,['Action'],2012-05-24,"['Action', 'Soundtrack']",4.99,0.0,3838.0,Double Fine Productions
ELYLAND  INVESTMENT COMPANY LIMITED,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014-10-03,"['Indie', 'Massively Multiplayer', 'Casual', 'Strategy', 'Free to Play']",79.99,0.0,326691.0,"Gravvit Ltd,Forbes  Consult Ltd"
Bugbyte Ltd.,['Strategy'],2017-10-25,['Strategy'],1.99,0.0,736800.0,Liam Davis
Digerati Distribution,"['Action', 'Indie']",2017-03-23,"['Indie', 'Action', 'Card Game', 'Rogue-lite', 'Turn-Based', 'RPG', 'Rogue-like']",8.99,0.0,496620.0,Nerdook Productions
Alexander Mirdzveli,"['Adventure', 'Indie', 'RPG']",2015-10-21,"['RPG', 'Indie', 'Adventure', 'Turn-Based', 'Story Rich', 'Turn-Based Combat']",8.99,0.0,395420.0,Alexander Mirdzveli
"WB Games, Feral Interactive (Mac)","['Action', 'Adventure']",2014-11-18,"['Action', 'Adventure']",0.99,0.0,313373.0,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
TreeFortress Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2014-04-01,"['Indie', 'Strategy', 'Tower Defense', 'Casual', 'RPG', 'Action', 'Adventure', '2D', 'Rogue-lite', 'Singleplayer', 'Fantasy', 'Comedy']",7.99,0.0,269490.0,TreeFortress Games
Warner Bros. Interactive Entertainment,"['Action', 'Adventure']",2015-06-23,"['Batman', 'Action', 'Open World', 'Superhero', 'Adventure', 'Stealth', 'Third Person', 'Singleplayer', 'Detective', 'Fighting', 'Atmospheric', 'Story Rich', 'Dark', 'Comic Book', ""Beat 'em up"", 'Puzzle', 'Mature', 'Sandbox', 'Strategy', 'Horror']",19.99,0.0,208650.0,Rocksteady Studios
Ferullo Gaming,"['Action', 'Adventure', 'Indie', 'Early Access']",2017-08-18,"['Early Access', 'Adventure', 'Action', 'Indie', 'Survival', 'Multiplayer', 'Zombies', 'Crafting', 'Voxel']",9.99,1.0,657990.0,Ferullo Gaming
CBE Software s.r.o.,"['Adventure', 'Indie']",2014-09-12,"['Adventure', 'Indie', 'Point & Click', 'Sci-fi', 'Female Protagonist', 'Space', 'Puzzle', 'Singleplayer', 'Exploration']",19.99,0.0,257690.0,CBE Software s.r.o.
Ubisoft,"['Casual', 'Simulation']",2013-03-19,"['Casual', 'Simulation']",2.99,0.0,222103.0,Ubisoft - San Francisco
Back To Basics Gaming,"['Action', 'Indie']",2017-09-12,"['Action', 'Indie']",4.99,0.0,672050.0,Five entertainment
WayForward,"['Action', 'Adventure', 'Indie']",2014-07-15,"['Platformer', 'Female Protagonist', 'Metroidvania', 'Pixel Graphics', 'Action', 'Great Soundtrack', 'Anime', '2D', 'Indie', 'Adventure', 'Singleplayer', 'Funny', 'Cute', 'Retro', 'Side Scroller', 'Fantasy']",9.99,0.0,277890.0,WayForward
Jamo Games,"['Casual', 'Indie', 'Simulation']",2017-10-05,"['Simulation', 'Indie', 'Casual', 'Relaxing', 'Great Soundtrack']",6.99,0.0,694790.0,Jamo Games
Clickteam,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",2017-04-24,"['Utilities', 'Animation & Modeling', 'Education', 'Web Publishing']",49.99,0.0,574330.0,Clickteam
"XSEED Games, Marvelous USA, Inc.","['Action', 'RPG']",2016-11-03,"['RPG', 'Action', 'Action RPG', 'Great Soundtrack', 'JRPG', 'Anime', 'Dungeon Crawler', 'Singleplayer']",19.99,0.0,312560.0,Nihon Falcom
"PopCap Games, Inc.",['Casual'],2008-09-17,"['Casual', 'Hidden Object', 'Puzzle']",4.99,0.0,3530.0,SpinTop Games
Serious Brothers,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014-05-20,"['Early Access', 'Strategy', 'Simulation', 'City Builder', 'Indie', 'Space', 'Building', 'Management', 'Resource Management', 'Economy', 'RTS', 'Singleplayer', 'Space Sim', 'Grand Strategy', 'Crowdfunded']",19.99,1.0,280720.0,Serious Brothers
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",2013-01-22,"['Action', 'RPG']",0.99,0.0,225827.0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"Trion Worlds, Inc.","['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016-11-21,"['Gore', 'Sexual Content', 'RPG', 'Massively Multiplayer', 'Violent', 'Action', 'Free to Play']",99.99,0.0,560101.0,"Trion Worlds, Inc."
Restory Studio,"['Action', 'Adventure', 'Indie', 'RPG']",2017-07-17,"['Action', 'Female Protagonist', 'Hack and Slash', 'Anime', 'RPG', 'Adventure', 'Indie', 'Sexual Content', 'Nudity']",9.99,0.0,665090.0,Restory Studio
BrainGoodGames,['Strategy'],2016-08-23,"['Strategy', 'Turn-Based', 'Procedural Generation', 'Turn-Based Strategy']",7.99,0.0,510780.0,BrainGoodGames
Arcade Coin,"['Action', 'Adventure', 'Indie', 'Early Access']",2017-10-06,"['Early Access', 'Indie', 'Action', 'Adventure', 'Violent', 'Parkour']",9.99,1.0,541200.0,Andrew Smith
Michael Todd Games,"['Action', 'Indie']",2014-12-05,"['Indie', 'Action', 'Great Soundtrack', '2D', 'Platformer', 'Music', 'Retro', 'Soundtrack']",2.99,0.0,317770.0,Michael Todd Games
"KOEI TECMO GAMES CO., LTD.",['Action'],2015-04-07,"['Action', 'Nudity']",64.99,0.0,358142.0,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Nauris Amatnieks,"['Action', 'Casual', 'Indie']",2016-03-31,"['Action', 'Indie', 'Casual', 'Platformer', '2D', 'Pixel Graphics', 'Retro', 'Difficult', 'Funny', 'Singleplayer', 'Fantasy', 'Action-Adventure']",1.99,0.0,457520.0,Nauris Amatnieks
Applepine Games,"['Action', 'Casual', 'Indie', 'Strategy']",2016-10-06,"['Indie', 'Strategy', 'Action', 'Casual', '2D', 'Family Friendly', 'Lemmings', 'Singleplayer', 'Platformer', 'Puzzle', 'Difficult', 'Puzzle-Platformer']",9.99,0.0,498720.0,Applepine Games
Dovetail Games - Trains,['Simulation'],2015-08-27,['Simulation'],29.99,0.0,325962.0,Just Trains
Joseph MacDonald,"['Casual', 'Simulation', 'Early Access']",2017-10-12,"['Early Access', 'Casual', 'Simulation']",39.99,1.0,722540.0,Joseph MacDonald
Robert Alvarez,"['Indie', 'Strategy']",2017-06-16,"['Indie', 'Strategy', 'Puzzle', 'Isometric', 'Minimalist', 'Grid-Based Movement', 'Mouse only', 'Singleplayer', 'Relaxing', 'Family Friendly']",1.99,0.0,654440.0,Robert Alvarez
Petite Games,"['Adventure', 'Casual', 'Indie']",2016-01-28,"['Indie', 'Casual', 'Adventure']",2.99,0.0,431460.0,Petite Games
OnionMilk,"['Casual', 'Indie', 'Simulation']",2017-10-09,"['Indie', 'Casual', 'Local Multiplayer', 'Multiplayer', 'Simulation', 'Funny', 'Family Friendly']",4.99,0.0,520370.0,OnionMilk
Hoplon,"['Action', 'Free to Play', 'Indie', 'Racing', 'Sports', 'Strategy']",2017-02-13,"['Strategy', 'Action', 'Indie', 'Sports', 'Racing', 'Free to Play']",79.99,0.0,587410.0,Hoplon
Wargaming Labs,['Strategy'],1996-11-22,"['Strategy', 'Sci-fi', 'Space', 'Classic', '4X', 'Turn-Based']",5.99,0.0,410970.0,SimTex
Bmc Studio,"['Action', 'Adventure', 'Casual', 'Indie']",2017-11-15,"['Casual', 'Indie', 'Psychological Horror', 'Adventure', 'Memes', 'Action', 'Nudity', 'Anime']",1.99,0.0,745220.0,Bmc Studio
Felix Nickles,"['Adventure', 'Indie']",2017-01-27,"['Indie', 'Adventure', 'Violent', 'Nudity']",1.99,0.0,581890.0,Felix Nickles
Niels Bauer Games,"['Adventure', 'Indie', 'RPG']",2016-08-08,"['Indie', 'Adventure', 'RPG', 'Interactive Fiction']",4.99,0.0,498300.0,Niels Bauer Games
New Reality Games,['RPG'],2015-05-25,['RPG'],0.99,0.0,340661.0,"New Reality Games,Scott Holmes"
Olivier LeClair,"['Adventure', 'Indie']",2017-02-01,"['Adventure', 'Indie']",14.99,0.0,587891.0,Olivier LeClair
Aperico Software,"['Action', 'Adventure', 'Casual', 'Indie']",2017-09-15,"['Casual', 'Action', 'Indie', 'Adventure']",4.99,0.0,700460.0,Aperico Software
Three Flip Studios,"['Indie', 'Simulation', 'Strategy']",2014-03-20,"['Strategy', 'Indie', 'Simulation']",4.99,0.0,286962.0,Rob Howland
Himalaya Studios,"['Adventure', 'Casual', 'Indie']",2010-08-02,"['Casual', 'Adventure', 'Indie', 'Hidden Object', 'Western']",4.99,0.0,375020.0,Himalaya Studios
"Oddworld Inhabitants, Inc",['Adventure'],2015-02-25,['Adventure'],2.99,0.0,323341.0,"Just Add Water (Developments), Ltd."
Bethesda Softworks,['RPG'],2016-07-25,"['RPG', 'Base Building', 'Post-apocalyptic', 'Singleplayer', 'Open World', 'Atmospheric', 'Sci-fi', 'Survival']",4.99,0.0,480631.0,Bethesda Game Studios
Robert Ayodele Mensah,"['Action', 'Casual', 'Indie']",2017-09-21,"['Action', 'Indie', 'Casual']",2.99,0.0,712440.0,Robert Ayodele Mensah
Wizards of the Coast LLC,"['Free to Play', 'Strategy']",2015-07-29,"['Free to Play', 'Card Game', 'Trading Card Game', 'Magic', 'Strategy', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Co-op', 'Online Co-Op', 'Turn-Based', 'Action', 'Great Soundtrack']",,0.0,316010.0,Stainless Games Ltd.
Maximum Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2017-02-03,"['Early Access', 'Action', 'Adventure', 'Indie', 'RPG', 'Exploration', 'Story Rich', 'Great Soundtrack', 'Atmospheric', '3D Platformer']",14.99,1.0,573370.0,Reversed Interactive
W.T.B.,"['Action', 'Indie']",2017-11-23,"['Action', 'Indie', 'Dark Humor', 'Comedy', 'FPS', 'Retro']",0.99,0.0,750210.0,CSM
Atriagames,"['Action', 'Adventure', 'Indie', 'Early Access']",2015-11-09,"['Early Access', 'Platformer', 'Adventure', 'Indie', 'Action', 'Rogue-like', 'Female Protagonist']",4.99,1.0,414070.0,"Evgeny Shcherbakov,Matvey Sakharovskiy"
ELYLAND  INVESTMENT COMPANY Ltd,"['Action', 'Massively Multiplayer', 'RPG']",2015-09-23,"['Massively Multiplayer', 'Action', 'RPG']",4.99,0.0,400820.0,"Gravvit Ltd,Forbes  Consult Ltd"
Striped Rocket,"['Casual', 'Indie']",2017-09-23,"['Indie', 'Casual']",0.99,0.0,717900.0,Striped Rocket
"JumpStart Games, Inc.","['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014-12-04,"['Free to Play', 'Dragons', 'Adventure', 'Multiplayer', 'Massively Multiplayer', 'RPG', 'Open World', 'MMORPG', 'Family Friendly', 'Fantasy', 'Action', 'Online Co-Op', 'Singleplayer', 'Simulation', 'Co-op', 'First-Person', 'Survival', 'PvP', 'Funny', 'Atmospheric']",,0.0,332070.0,"JumpStart Games, Inc."
Activision,"['Action', 'Adventure']",2017-05-02,"['Action', 'Adventure', 'Violent']",3.99,0.0,593272.0,Infinity Ward
K Bros Games,"['Casual', 'Indie']",2016-03-14,"['Memes', 'Funny', 'Casual', 'Indie', 'Comedy', 'Violent', 'Singleplayer', 'Great Soundtrack', 'Action', 'Gore', 'Cute', 'Walking Simulator', 'Anime']",0.99,0.0,449540.0,K Bros Games
Hexecutable,"['Adventure', 'Indie']",2016-10-07,"['Adventure', 'Indie', 'Puzzle', 'Cute', 'Match 3', 'Pixel Graphics']",9.99,0.0,461220.0,Hexecutable
Kev Jackson,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2017-10-13,"['Indie', 'Adventure', 'Action', 'Casual', 'RPG', 'Dungeon Crawler', 'Horror', 'Twin Stick Shooter', 'Pixel Graphics']",1.99,0.0,706400.0,Kev Jackson
Screeching Wizard,"['Action', 'Casual', 'Indie', 'Racing']",2015-06-01,"['Racing', 'Indie', 'Action', 'Casual', 'Retro']",0.99,0.0,365310.0,Screeching Wizard
Turtle Cream,"['Action', 'Indie']",2012-11-07,"['Indie', 'Platformer', 'Action', 'Puzzle-Platformer', 'Singleplayer', '2D', 'Casual', 'Soundtrack', 'Cute']",6.99,0.0,212110.0,Turtle Cream
"Playdius, Plug In Digital","['Indie', 'Strategy']",2017-12-14,"['Strategy', 'Indie', 'Turn-Based', 'Hex Grid', 'Multiplayer', 'Tactical', 'Local Multiplayer', 'Turn-Based Tactics', 'Turn-Based Strategy', 'Post-apocalyptic', 'Funny']",14.99,0.0,462240.0,Studio Chahut
Reward Hunters,"['Action', 'Indie', 'Massively Multiplayer']",2017-06-13,"['Action', 'Massively Multiplayer', 'Indie']",4.99,0.0,564210.0,Reward Hunters
exosyphen studios,"['Indie', 'Simulation']",2010-09-14,"['Simulation', 'Indie', 'Hacking', 'Singleplayer', 'Puzzle']",4.99,0.0,70110.0,exosyphen studios
Tin Man Games,"['Adventure', 'RPG']",2015-12-02,"['Adventure', 'RPG', 'Warhammer 40K', 'Choose Your Own Adventure', 'Games Workshop']",4.99,0.0,389850.0,Tin Man Games
Digital Tribe,"['Action', 'Indie']",2012-10-05,"['Action', 'Indie']",2.99,0.0,212041.0,Qooc Software
Karabas_Studio,"['Action', 'Adventure', 'Indie', 'RPG']",2017-02-01,"['Action', 'RPG', 'Indie', 'Adventure', 'Female Protagonist']",4.99,0.0,579330.0,Karabas_Studio
Niels Bauer Games,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-03-12,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Simulation']",3.99,0.0,351650.0,Niels Bauer Games
Console Classics,"['Simulation', 'Sports']",2016-01-07,"['Simulation', 'Sports', 'Fishing']",9.99,0.0,420380.0,Bass Pro Shops
